Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
179550498,James,Percival Everett,"Everett, Percival",,"=""0385550375""","=""9780385550376""",3,4.49,Doubleday,Kindle Edition,304,2024,2024,2025/04/15,2024/10/21,,,read,,,,1,0
8341938,The Last Empty Places: A Past and Present Journey Through the Blank Spots on the American Map,Peter     Stark,"Stark, Peter",,"=""0345521900""","=""9780345521903""",0,3.76,Ballantine Books,Kindle Edition,256,2010,2010,,2011/06/25,couldn-t-finish,couldn-t-finish (#40),couldn-t-finish,,,,0,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",0,4.14,Henry Holt and Co.,Hardcover,384,2024,2024,,2025/04/14,to-read,to-read (#117),to-read,,,,0,0
37642030,The Hunting Party,Lucy Foley,"Foley, Lucy",,"=""0008297126""","=""9780008297121""",0,3.61,HarperCollins UK,Paperback,406,2019,2018,,2025/04/07,to-read,to-read (#116),to-read,,,,0,0
60166076,Kismet,Amina Akhtar,"Akhtar, Amina",,"=""1542034248""","=""9781542034241""",0,3.52,Thomas & Mercer,Kindle Edition,336,2022,2022,,2025/04/07,to-read,to-read (#115),to-read,,,,0,0
213341733,Sad Tiger,Neige Sinno,"Sinno, Neige",Natasha Lehrer,"=""1644214687""","=""9781644214688""",0,4.18,Seven Stories Press,Kindle Edition,198,2025,2023,,2025/04/06,to-read,to-read (#114),to-read,,,,0,0
214151924,The Usual Desire to Kill,Camilla Barnes,"Barnes, Camilla",,"=""1668062836""","=""9781668062838""",0,3.70,Scribner,Hardcover,256,2025,2025,,2025/04/06,to-read,to-read (#113),to-read,,,,0,0
220259184,Heartwood,Amity Gaige,"Gaige, Amity",,"=""1668063603""","=""9781668063606""",0,4.06,Simon & Schuster,Hardcover,320,2025,2025,,2025/04/06,to-read,to-read (#112),to-read,,,,0,0
213870090,Fagin the Thief,Allison Epstein,"Epstein, Allison",,"=""0385550707""","=""9780385550703""",0,4.20,Doubleday,Hardcover,336,2025,2025,,2025/04/06,to-read,to-read (#111),to-read,,,,0,0
8161568,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""1596917245""","=""9781596917248""",0,4.18,Bloomsbury USA,Kindle Edition,321,2008,2000,,2025/03/10,currently-reading,currently-reading (#6),currently-reading,,,,1,0
199898250,We Used to Live Here,Marcus Kliewer,"Kliewer, Marcus",,"=""""","=""""",4,3.69,Atria/Emily Bestler Books,Kindle Edition,320,2024,2024,2025/04/02,2025/01/07,,,read,,,,1,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",5,4.09,Random House,Paperback,710,2000,2000,2005/11/30,2017/11/29,,,read,,,,1,0
199698485,The God of the Woods,Liz    Moore,"Moore, Liz",,"=""""","=""""",0,4.15,Riverhead Books,Kindle Edition,490,2024,2024,,2025/04/02,to-read,to-read (#110),to-read,,,,0,0
25773791,Welcome to the Goddamn Ice Cube: Chasing Fear and Finding Home in the Great White North,Blair Braverman,"Braverman, Blair",,"=""""","=""""",3,3.80,Ecco,Hardcover,274,2016,2016,2025/03/29,2016/08/22,audiobooks-listened,audiobooks-listened (#165),audiobooks-listened,,,,1,0
88442,Austerlitz,W.G. Sebald,"Sebald, W.G.",Anthea Bell,"=""0140297995""","=""9780140297997""",0,3.99,Penguin Books,Paperback,415,2002,2001,,2025/03/29,couldn-t-finish,couldn-t-finish (#39),couldn-t-finish,,,,0,0
37655120,Creatures,Crissy Van Meter,"Meter, Crissy Van",,"=""1643750208""","=""9781643750200""",3,3.63,Algonquin Books,Kindle Edition,256,2020,2020,2025/03/28,2021/02/14,,,read,,,,1,0
207293815,Sky Full of Elephants,Cebo Campbell,"Campbell, Cebo",,"=""1668034921""","=""9781668034927""",0,3.84,Simon & Schuster,Hardcover,304,2024,2024,,2025/03/20,to-read,to-read (#109),to-read,,,,0,0
53024817,Dead Man's Walk,Larry McMurtry,"McMurtry, Larry",,"=""""","=""""",4,4.05,,Kindle Edition,430,2010,1995,2025/03/12,2025/01/23,,,read,,,,1,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",0,3.90,Doubleday/Random House (NY),Hardcover,339,2009,2009,,2025/03/10,audiobooks-listened,audiobooks-listened (#164),audiobooks-listened,,,,0,0
110737,Seabiscuit: An American Legend,Laura Hillenbrand,"Hillenbrand, Laura",,"=""0345465083""","=""9780345465085""",0,4.23,Ballantine Books,Mass Market Paperback,457,2003,1999,,2025/03/10,,,read,,,,1,0
386187,Midnight in the Garden of Good and Evil,John Berendt,"Berendt, John",,"=""0679751521""","=""9780679751526""",0,3.92,Vintage,Paperback,386,1999,1994,,2025/03/10,,,read,,,,1,0
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Schlosser, Eric",,"=""0060838582""","=""9780060838584""",0,3.75,Harper Perennial,Paperback,383,2005,2001,,2025/03/10,,,read,,,,1,0
55777544,Long Island Compromise,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0593133498""","=""9780593133491""",3,3.76,Random House,Hardcover,464,2024,2024,2025/03/10,2025/02/18,audiobooks-listened,audiobooks-listened (#163),audiobooks-listened,,,,1,0
6586404,The Shadow Year,Jeffrey Ford,"Ford, Jeffrey",,"=""0061863750""","=""9780061863752""",3,3.79,HarperCollins,Kindle Edition,306,2009,2008,2025/03/03,2025/02/22,,,read,,,,1,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",3,3.65,Doubleday,Hardcover,226,2018,2018,2025/03/02,2023/07/25,audiobooks-listened,audiobooks-listened (#162),audiobooks-listened,,,,1,0
40471,Outer Dark,Cormac McCarthy,"McCarthy, Cormac",,"=""0330314920""","=""9780330314923""",2,3.89,Picador,Paperback,256,2007,1968,2025/02/23,2024/11/30,audiobooks-listened,audiobooks-listened (#161),audiobooks-listened,,,,1,0
51477122,A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town (And Some Bears),Matthew Hongoltz-Hetling,"Hongoltz-Hetling, Matthew",,"=""1541788486""","=""9781541788480""",4,3.82,PublicAffairs,Kindle Edition,305,2020,2020,2025/02/20,2025/01/23,,,read,,,,1,0
58756502,Jackal,Erin E. Adams,"Adams, Erin E.",,"=""0593499301""","=""9780593499306""",0,3.65,Bantam,Hardcover,336,2022,2022,,2025/02/19,to-read,to-read (#108),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2025/02/18,couldn-t-finish,couldn-t-finish (#38),couldn-t-finish,,,,0,0
9915,Less Than Zero,Bret Easton Ellis,"Ellis, Bret Easton",,"=""""","=""""",0,3.60,Vintage Books,Paperback,208,2010,1985,,2025/02/18,audiobooks-listened,audiobooks-listened (#160),audiobooks-listened,,,,0,0
71872930,North Woods,Daniel       Mason,"Mason, Daniel",,"=""0593597036""","=""9780593597033""",0,4.12,Random House,Hardcover,372,2023,2023,,2025/02/18,to-read,to-read (#107),to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",0,3.74,William Morrow,Hardcover,319,2023,2023,,2025/02/18,to-read,to-read (#106),to-read,,,,0,0
127938747,You Dreamed of Empires,Álvaro Enrigue,"Enrigue, Álvaro",Natasha Wimmer,"=""059354479X""","=""9780593544792""",0,3.79,Riverhead,Hardcover,220,2024,2022,,2025/02/18,to-read,to-read (#105),to-read,,,,0,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.21,Knopf,Hardcover,331,2024,2024,,2025/02/18,to-read,to-read (#104),to-read,,,,0,0
146274,Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson,"Swanson, James L.",,"=""0060518502""","=""9780060518509""",3,4.16,William Morrow Paperbacks,Paperback,444,2007,2006,2025/02/16,2018/05/01,audiobooks-listened,audiobooks-listened (#159),audiobooks-listened,,,,1,0
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,"=""0679644199""","=""9780679644194""",0,4.03,Random House,Hardcover,360,2012,2012,,2025/01/28,to-read,to-read (#103),to-read,,,,0,0
53597791,"Master and Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393541584""","=""9780393541588""",3,4.07,W. W. Norton & Company,Paperback,384,2021,1969,2025/01/26,2025/01/26,audiobooks-listened,audiobooks-listened (#158),audiobooks-listened,,,,1,0
59070180,The Last Ranger,Peter Heller,"Heller, Peter",,"=""059353512X""","=""9780593535127""",4,3.80,Knopf,Kindle Edition,272,2023,2023,2025/01/23,2024/12/27,,,read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2025/01/23,to-read,to-read (#102),to-read,,,,0,0
25465607,The World's Largest Man: A Memoir,Harrison Scott Key,"Key, Harrison Scott",,"=""0062351524""","=""9780062351524""",3,4.24,Harper,Kindle Edition,357,2015,2015,2023/11/25,2023/08/01,audiobooks-listened,audiobooks-listened (#138),audiobooks-listened,,,,1,0
198704233,Deploy Web Applications With Docker: SSL (HTTPS)-Dockerize a Flask or Ruby on Rails-SSL (HTTPS) with nginx.,Theresa Swint,"Swint, Theresa",,"=""""","=""""",0,0.0,,Kindle Edition,77,2023,,,2025/01/15,currently-reading,currently-reading (#5),currently-reading,,,,1,0
11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,"Harden, Blaine",,"=""0670023329""","=""9780670023325""",0,4.01,Viking,Hardcover,205,2012,2012,,2013/05/22,"to-read, on-libby","to-read (#1), on-libby (#1)",to-read,,,,0,0
29397486,Conclave,Robert   Harris,"Harris, Robert",,"=""""","=""""",0,4.08,Cornerstone Digital,ebook,288,2016,2016,,2025/01/04,to-read,to-read (#101),to-read,,,,0,0
23019294,A Head Full of Ghosts,Paul Tremblay,"Tremblay, Paul",,"=""0062363239""","=""9780062363237""",0,3.79,William Morrow,Hardcover,287,2015,2015,,2025/01/04,to-read,to-read (#100),to-read,,,,0,0
199222361,Horror Movie,Paul Tremblay,"Tremblay, Paul",,"=""""","=""""",4,3.32,William Morrow,Kindle Edition,287,2024,2024,2025/01/04,2024/12/29,,,read,,,,1,0
56699106,The Frozen River,Ariel Lawhon,"Lawhon, Ariel",,"=""0385546882""","=""9780385546881""",3,4.41,Doubleday,Kindle Edition,432,2023,2023,2024/12/30,2024/10/21,,,read,,,,1,0
202102018,Burn,Peter Heller,"Heller, Peter",,"=""0593801628""","=""9780593801628""",0,3.61,Knopf,Hardcover,291,2024,2024,,2024/12/27,to-read,to-read (#99),to-read,,,,0,0
8913370,Fingersmith,Sarah Waters,"Waters, Sarah",,"=""1101057025""","=""9781101057025""",3,4.02,Riverhead Books,ebook,592,2002,2002,2024/12/27,2024/11/03,audiobooks-listened,audiobooks-listened (#157),audiobooks-listened,,,,1,0
62873378,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,"Finkel, Michael",,"=""0525657320""","=""9780525657323""",3,3.95,Knopf,Hardcover,224,2023,2023,2024/12/10,2024/12/10,audiobooks-listened,audiobooks-listened (#156),audiobooks-listened,,,,1,0
40396699,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""""","=""""",3,4.17,Celadon Books,Kindle Edition,362,2019,2019,2024/12/01,2024/09/09,,,read,,,,2,0
45916267,Everything Sad Is Untrue,Daniel Nayeri,"Nayeri, Daniel",,"=""""","=""""",0,4.31,Levine Querido,Hardcover,368,2020,2020,,2024/11/25,to-read,to-read (#98),to-read,,,,0,0
199798522,I Was a Teenage Slasher,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1668022249""","=""9781668022245""",3,3.54,S&S/Saga Press,Hardcover,373,2024,2024,2024/11/24,2024/11/09,audiobooks-listened,audiobooks-listened (#155),audiobooks-listened,,,,1,0
55468554,The Chain,Adrian McKinty,"McKinty, Adrian",,"=""0316531243""","=""9780316531245""",3,3.79,Mulholland Books,Kindle Edition,369,2020,2019,2024/11/24,2023/07/25,,,read,,,,1,0
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,"=""031621759X""","=""9780316217590""",3,4.44,Orbit,Kindle Edition,536,2015,2015,2024/09/05,2024/09/05,,,read,,,,1,0
40601614,Edgar Allan Poe: The Complete Collection,Edgar Allan Poe,"Poe, Edgar Allan",,"=""9897786155""","=""9789897786150""",0,4.40,Beelzebub Classics,Kindle Edition,4912,2025,1849,,2022/10/08,currently-reading,currently-reading (#3),currently-reading,,,,1,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982136456""","=""9781982136451""",0,3.69,Gallery / Saga Press,Hardcover,305,2020,2020,,2024/11/09,to-read,to-read (#97),to-read,,,,0,0
32603079,"Wanderers (Wanderers, #1)",Chuck Wendig,"Wendig, Chuck",,"=""039918211X""","=""9780399182112""",3,3.98,Del Rey,ebook,845,2019,2019,2024/11/04,2024/11/04,audiobooks-listened,audiobooks-listened (#154),audiobooks-listened,,,,1,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2024/11/03,to-read,to-read (#96),to-read,,,,0,0
17204557,Dogging Steinbeck,Bill Steigerwald,"Steigerwald, Bill",,"=""""","=""""",3,3.26,Fifty Fifty Books,Kindle Edition,270,2014,2012,,2013/01/14,,,read,,,,1,0
45304101,The Great Believers,Rebecca Makkai,"Makkai, Rebecca",,"=""073522353X""","=""9780735223530""",0,4.29,Penguin Books,Paperback,421,2019,2018,,2024/10/01,to-read,to-read (#95),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",3,4.18,Doubleday,Hardcover,331,2023,2023,2024/09/29,2024/01/06,audiobooks-listened,audiobooks-listened (#153),audiobooks-listened,,,,1,0
46136180,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000181""","=""""",3,4.01,Berkley,Kindle Edition,340,2020,2020,2024/09/26,2024/01/27,,,read,,,,1,0
203578812,I'm Starting to Worry About This Black Box of Doom,Jason Pargin,"Pargin, Jason",,"=""125028595X""","=""9781250285959""",0,4.00,St. Martin's Press,Hardcover,400,2024,2024,,2024/09/22,to-read,to-read (#94),to-read,,,,0,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",0,4.02,Mariner,Paperback,304,2003,2003,,2024/09/10,audiobooks-listened,audiobooks-listened (#152),audiobooks-listened,,,,0,0
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"Buck, Pearl S.","Stephanie Reents, Cynthia Brantley Johnson","=""1416500189""","=""9781416500186""",0,4.01,Howard Publishing Co,Mass Market Paperback,418,2005,1931,,2024/09/10,,,read,,,,1,0
32234,White Oleander,Janet Fitch,"Fitch, Janet",,"=""0316182540""","=""9780316182546""",0,4.00,"Little, Brown and Company",Mass Market Paperback,446,2001,1999,,2024/09/10,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2024/09/10,,,read,,,,1,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,2024/09/10,to-read,to-read (#93),to-read,,,,0,0
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,"Wells, Rebecca",,"=""006075995X""","=""9780060759957""",0,3.86,Harper Perennial,Paperback,383,2004,1996,,2024/09/10,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2024/09/10,,,read,,,,1,0
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536976""","=""9780385536974""",0,3.91,Doubleday,Hardcover,403,2013,2013,,2024/09/10,audiobooks-listened,audiobooks-listened (#151),audiobooks-listened,,,,0,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",2,4.10,William Morrow,Kindle Edition,635,2011,2001,,2017/06/20,audiobooks-listened,audiobooks-listened (#150),audiobooks-listened,,,,1,0
22856128,The Mountain Story,Lori Lansens,"Lansens, Lori",,"=""0345809025""","=""9780345809025""",4,3.96,Knopf Canada,Hardcover,384,2015,2015,2024/09/10,2020/05/03,audiobooks-listened,audiobooks-listened (#149),audiobooks-listened,,,,2,0
207300960,Creation Lake,Rachel Kushner,"Kushner, Rachel",,"=""1982116528""","=""9781982116521""",0,3.41,Scribner,Hardcover,416,2024,2024,,2024/09/07,to-read,to-read (#92),to-read,,,,0,0
74834636,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,"Rosen, Jonathan",,"=""069819652X""","=""9780698196520""",4,4.04,Penguin Press,Kindle Edition,575,2023,2023,2024/09/04,2024/04/21,,,read,,,,1,0
55881796,Crossroads,Jonathan Franzen,"Franzen, Jonathan",,"=""0374181179""","=""9780374181178""",0,4.06,"Farrar, Straus and Giroux",Hardcover,592,2021,2021,,2024/09/01,to-read,to-read (#91),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",3,4.10,Atria Books,Hardcover,390,2023,2023,2024/08/28,2024/04/06,audiobooks-listened,audiobooks-listened (#148),audiobooks-listened,,,,1,0
12924261,"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,"Wong, David",Jason Pargin,"=""0312546343""","=""9780312546342""",3,4.26,St. Martin’s Press,Hardcover,406,2012,2012,2024/08/20,2024/04/21,audiobooks-listened,audiobooks-listened (#147),audiobooks-listened,,,,1,0
205064698,The Bletchley Riddle,Ruta Sepetys,"Sepetys, Ruta",Steve Sheinkin,"=""0593527542""","=""9780593527542""",0,4.14,Viking Books for Young Readers,Hardcover,392,2024,2024,,2024/08/07,to-read,to-read (#90),to-read,,,,0,0
442239,The Republic of Pirates: Being the True and Surprising Story of the Caribbean Pirates and the Man Who Brought Them Down,Colin Woodard,"Woodard, Colin",,"=""0151013020""","=""9780151013029""",3,3.88,Houghton Mifflin Harcourt,Hardcover,383,2007,2007,2024/08/06,2024/08/06,audiobooks-listened,audiobooks-listened (#146),audiobooks-listened,,,,1,0
157608295,Wool (Silo #1),Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.20,William Morrow,Kindle Edition,594,2023,2012,2024/07/23,2024/07/19,,,read,,,,1,0
87556695,Let Us Descend,Jesmyn Ward,"Ward, Jesmyn",,"=""198210449X""","=""9781982104498""",0,3.69,Scribner,Hardcover,305,2023,2023,,2024/07/31,to-read,to-read (#89),to-read,,,,0,0
689521,A Viking Voyage: In Which an Unlikely Crew of Adventurers Attempts an Epic Journey to the New World,W. Hodding Carter IV,"IV, W. Hodding Carter",,"=""0345420047""","=""9780345420046""",0,3.72,Random House Publishing Group,Paperback,320,2001,2000,,2024/07/27,to-read,to-read (#88),to-read,,,,0,0
62165787,The Bee Sting,Paul Murray,"Murray, Paul",,"=""0374600317""","=""9780374600310""",5,3.90,"Farrar, Strauss and Giroux",Kindle Edition,736,2023,2023,2024/07/19,2024/04/21,,,read,,,,1,0
56874476,"Dark Cay (Chase Gordon, #2)",Douglas  Pratt,"Pratt, Douglas",,"=""""","=""""",2,4.40,,Kindle Edition,308,2021,2021,2024/06/30,2024/05/28,,,read,,,,1,0
55710260,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",4,3.86,Gallery / Saga Press,Kindle Edition,223,2019,2019,2024/06/22,2024/03/12,,,read,,,,1,0
85148114,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422961""","=""9780593422960""",4,3.94,Riverhead Books,Kindle Edition,400,2023,2023,2024/05/30,2024/04/21,,,read,,,,1,0
19076803,Inspecting the Aging Sailboat (The International Marine Sailboat Library),Don Casey,"Casey, Don",,"=""0071782486""","=""9780071782487""",0,4.21,International Marine/Ragged Mountain Press,Kindle Edition,145,2004,1996,,2024/05/26,to-read,to-read (#87),to-read,,,,0,0
191746386,"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook",Hampton Sides,"Sides, Hampton",,"=""0385544766""","=""9780385544764""",0,4.47,Doubleday,Hardcover,408,2024,2024,,2024/05/26,to-read,to-read (#86),to-read,,,,0,0
127282939,Beautyland,Marie-Helene Bertino,"Bertino, Marie-Helene",,"=""0374109281""","=""9780374109288""",0,4.09,"Farrar, Straus and Giroux",Hardcover,327,2024,2024,,2024/05/26,to-read,to-read (#85),to-read,,,,0,0
174156145,"The Hunter (Cal Hooper, #2)",Tana French,"French, Tana",,"=""0593493435""","=""9780593493434""",0,4.08,Viking,Hardcover,467,2024,2024,,2024/05/26,to-read,to-read (#84),to-read,,,,0,0
61065813,"Surrender: 40 Songs, One Story",Bono,"Bono, Bono",,"=""0525521046""","=""9780525521044""",4,4.19,Knopf,Hardcover,564,2022,2022,2024/05/19,2024/05/19,audiobooks-listened,audiobooks-listened (#145),audiobooks-listened,,,,1,0
45721673,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",4,4.37,Flatiron Books,Kindle Edition,389,2020,2020,2024/04/28,2024/04/13,,,read,,,,1,0
6697553,Everything Is Going to Kill Everybody: The Terrifyingly Real Ways the World Wants You Dead,Robert Brockway,"Brockway, Robert",,"=""0307464342""","=""9780307464347""",0,3.72,Three Rivers Press,Paperback,272,2010,2010,,2024/04/24,to-read,to-read (#83),to-read,,,,0,0
26114236,"The Empty Ones (Vicious Circuit, #2)",Robert Brockway,"Brockway, Robert",,"=""0765379686""","=""9780765379689""",0,4.12,Tor Books,Hardcover,288,2016,2016,,2024/04/24,to-read,to-read (#82),to-read,,,,0,0
57312022,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",3,4.38,Tor Books,ebook,393,2020,2020,2024/04/21,2024/03/12,,,read,,,,1,0
66086834,The Fraud,Zadie Smith,"Smith, Zadie",,"=""""","=""""",0,3.28,Penguin Press,Hardcover,464,2023,2023,,2024/04/21,to-read,to-read (#81),to-read,,,,0,0
28588315,Multiple Choice,Alejandro Zambra,"Zambra, Alejandro",Megan McDowell,"=""0143109197""","=""9780143109198""",0,3.89,Penguin Books,Paperback,128,2016,2014,,2024/04/13,to-read,to-read (#80),to-read,,,,0,0
6272289,Still Life With Woodpecker,Tom Robbins,"Robbins, Tom",,"=""""","=""""",3,4.04,,Kindle Edition,257,,1980,2024/04/13,2023/09/06,,,read,,,,1,0
55782435,The Book of Accidents,Chuck Wendig,"Wendig, Chuck",,"=""0399182136""","=""9780399182136""",3,3.72,Del Rey,Hardcover,530,2021,2021,2024/04/06,2022/02/26,audiobooks-listened,audiobooks-listened (#144),audiobooks-listened,,,,1,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",0,4.14,Dutton,Hardcover,383,2023,2023,,2024/04/06,to-read,to-read (#79),to-read,,,,0,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",3,4.16,Flatiron Books,Hardcover,372,2022,2022,2024/03/26,2023/10/04,audiobooks-listened,audiobooks-listened (#143),audiobooks-listened,,,,1,0
40611463,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,"Auel, Jean M.",,"=""""","=""""",0,4.10,Bantam ,Kindle Edition,516,2016,1980,,2018/10/03,couldn-t-finish,couldn-t-finish (#37),couldn-t-finish,,,,0,0
11925514,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,"Wein, Elizabeth",,"=""1405258217""","=""9781405258210""",0,4.00,Egmont Press,Paperback,452,2012,2012,,2023/11/21,couldn-t-finish,couldn-t-finish (#36),couldn-t-finish,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2024/03/12,to-read,to-read (#78),to-read,,,,0,0
41154336,The Chestnut Man,Søren Sveistrup,"Sveistrup, Søren",Caroline Waight,"=""0062895362""","=""9780062895363""",3,4.21,Harper,Hardcover,519,2019,2019,2024/03/12,2024/03/12,audiobooks-listened,audiobooks-listened (#142),audiobooks-listened,,,,1,0
18886975,"Cibola Burn (Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,"=""0316217603""","=""9780316217606""",4,4.23,Orbit,Kindle Edition,593,2014,2014,2024/03/02,2024/01/03,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.69,Crown,Hardcover,305,2017,2017,,2024/02/18,to-read,to-read (#77),to-read,,,,0,0
35502775,The Egg and Other Stories,Andy Weir,"Weir, Andy","Jonathan        Davis, Christy Romano, R.C. Bray","=""""","=""""",4,3.94,Audible Studios,Audiobook,1,2017,2017,2024/02/17,2024/02/18,audiobooks-listened,audiobooks-listened (#141),audiobooks-listened,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",3,4.13,Knopf,Hardcover,401,2022,2022,2024/02/12,2023/10/04,audiobooks-listened,audiobooks-listened (#140),audiobooks-listened,,,,1,0
123858009,Wavewalker: A Memoir of Breaking Free,Suzanne Heywood,"Heywood, Suzanne",,"=""0008648395""","=""9780008648398""",3,4.24,William Collins,Kindle Edition,401,2023,2023,2024/01/28,2023/06/16,,,read,,,,1,0
18081149,Mind of Winter,Laura Kasischke,"Kasischke, Laura",,"=""006228441X""","=""9780062284419""",3,3.31,Harper,Kindle Edition,288,2014,2013,2024/01/22,2014/06/05,,,read,,,,1,0
8190969,"Havoc's Sword (Alan Lewrie, #11)",Dewey Lambdin,"Lambdin, Dewey",,"=""""","=""""",3,4.20,,Kindle Edition,384,,2003,2024/01/20,2023/11/24,,,read,,,,1,0
37542581,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,"=""0771060335""","=""9780771060335""",0,4.52,Signal,Hardcover,384,2018,2018,,2024/01/06,to-read,to-read (#76),to-read,,,,0,0
62368170,The 272: The Families Who Were Enslaved and Sold to Build the American Catholic Church,Rachel L. Swarns,"Swarns, Rachel L.",,"=""0399590862""","=""9780399590863""",0,4.11,Random House,Hardcover,326,2023,2023,,2024/01/03,to-read,to-read (#75),to-read,,,,0,0
122993405,Same Bed Different Dreams,Ed     Park,"Park, Ed",,"=""0812998979""","=""9780812998979""",0,3.74,Random House,Hardcover,528,2023,2023,,2024/01/03,to-read,to-read (#74),to-read,,,,0,0
62919847,The Reformatory,Tananarive Due,"Due, Tananarive",,"=""1982188340""","=""9781982188344""",0,4.45,S&S/Saga Press,Hardcover,576,2023,2023,,2024/01/03,to-read,to-read (#73),to-read,,,,0,0
